mod,type,dupes,itemId,threadIndex
25% increased Physical Damage,implicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Adds 9 to 13 Physical Damage,implicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
8% increased Attack Speed,implicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
+19 to Strength and Intelligence,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
320% increased Physical Damage,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Adds 57 to 105 Physical Damage,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
19% increased Attack Speed,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
23% increased Critical Strike Chance,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Bow Attacks fire 2 additional Arrows,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
+246 to Accuracy Rating,explicit,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
15% increased Explicit Physical and Chaos Damage Modifier magnitudes,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Adds 11 to 26 Physical Damage,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
30% increased Attack Speed,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Trigger Level 20 Tornado when you Attack with Split Arrow or Tornado Shot,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
15% less Global Damage,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Rampage,crucible,1,f9cf3aba95003d775abfd2ded4b754f4ab511af061f12e09a3c289d19b8d22dc,2516760
Quality does not increase Physical Damage,enchant,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
Grants 1% increased Elemental Damage per 2% Quality,enchant,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
50% increased Elemental Damage,implicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
Item sells for much more to vendors,implicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
94% increased Spell Damage,explicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
+19% to Damage over Time Multiplier,explicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
+28% to Fire Damage over Time Multiplier,explicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
+139 to maximum Mana,explicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
1% increased Spell Damage per 16 Intelligence,explicit,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
+30 to Intelligence,crafted,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
25% increased Implicit Modifier magnitudes,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
6% increased Dexterity,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
6% increased Intelligence,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
Adds 1 to 3 Fire Damage to Spells,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
Regenerate 0.2% of Mana per second,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
5% more maximum Mana,crucible,1,677c6b25efbccc3e42471f311f0ce14275f70f97cda1ee5582904e366a1aa328,2516760
Quality does not increase Physical Damage,enchant,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
Grants 1% increased Area of Effect per 4% Quality,enchant,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+1 to Level of Socketed Support Gems,implicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+26% to Global Critical Strike Multiplier,implicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
Spells have a 18% chance to deal Double Damage,implicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+1 to Level of Socketed Gems,explicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
144% increased Spell Damage,explicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+38% to Global Critical Strike Multiplier,explicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+60% Critical Strike Multiplier while a Rare or Unique Enemy is Nearby,explicit,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+2 to Level of Socketed Support Gems,crafted,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
10% chance to deal Double Damage,crafted,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+1 to Level of Socketed Dexterity Gems,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
-3% to Critical Strike Chance,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
+100% to Global Critical Strike Multiplier,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
20% reduced Area of Effect,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
60% increased Area of Effect if you've Killed at least 5 Enemies Recently,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
Rampage,crucible,1,b3dd31d2f7a669ea1476935127a471872bdc645e4b89a536999adaa9b05466d0,2516760
Quality does not increase Physical Damage,enchant,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
1% increased Attack Speed per 8% Quality,enchant,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
8% increased Attack Speed,implicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
+23% to Global Critical Strike Multiplier,implicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Grants 50 Life per Enemy Hit,implicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
+28 to Strength and Intelligence,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 197 to 402 Fire Damage,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 220 to 400 Cold Damage,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 43 to 729 Lightning Damage,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
19% increased Attack Speed,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
31% increased Critical Strike Chance,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Bow Attacks fire 2 additional Arrows,explicit,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
15% increased Explicit Elemental Damage Modifier magnitudes,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 34 to 49 Fire Damage,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 34 to 49 Cold Damage,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Adds 4 to 78 Lightning Damage,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
30% increased Attack Speed,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Trigger Level 20 Tornado when you Attack with Split Arrow or Tornado Shot,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
16% chance to deal Double Damage if Strength is below 100,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
15% less Global Damage,crucible,1,c112df4d9a29647ee8404b74659defc0db17bc77c408f8e75e520091ddf181fc,2516760
Quality does not increase Physical Damage,enchant,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Grants 1% increased Area of Effect per 4% Quality,enchant,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
30% increased Global Critical Strike Chance,implicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are Supported by Level 20 Increased Critical Strikes,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are Supported by Level 20 Ruthless,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are Supported by Level 20 Faster Attacks,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are supported by Level 20 Increased Critical Damage,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Skills deal 40% more Attack Damage,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
130% increased Physical Damage,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
21% increased Attack Speed,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
29% increased Critical Strike Chance,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
+29% to Global Critical Strike Multiplier,explicit,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
+2 to Level of Socketed Support Gems,crafted,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
+2 to Level of Socketed Minion Gems,crucible,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are Supported by Level 10 Impale,crucible,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Socketed Gems are Supported by Level 10 Maim,crucible,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
15% reduced effect of Non-Curse Auras from your Skills on your Minions,crucible,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Minions have +1.4% to Critical Strike Chance,crucible,1,fc708ed00064d3735822ed6cd2a283438779fb53827d3026f91e22afded41fd6,2516760
Quality does not increase Physical Damage,enchant,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
1% increased Attack Speed per 8% Quality,enchant,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
15% increased Critical Strike Chance,implicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
+20% to Global Critical Strike Multiplier,implicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Adds 2 to 4 Cold Damage to Attacks with this Weapon per 10 Dexterity,implicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Item sells for much more to vendors,implicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Adds 201 to 348 Cold Damage,explicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
18% increased Attack Speed,explicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
38% increased Critical Strike Chance,explicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Bow Attacks fire 2 additional Arrows,explicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Attacks with this Weapon Penetrate 16% Elemental Resistances,explicit,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Gain 16% of Cold Damage as Extra Chaos Damage,crafted,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
10% increased Strength,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
30% increased Dexterity,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
10% increased Intelligence,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
+240 to Accuracy Rating,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Adds 2 to 4 Cold Damage to Attacks with this Weapon per 10 Dexterity,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
All Damage from Lightning Arrow and Ice Shot Hits can Ignite,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
25% chance for Ignites inflicted with Lightning Arrow or Ice Shot to deal 100% more Damage,crucible,1,f8224e8859a14fda486330c564fe2c76b734d76ac11859aaf90397766a574966,2516760
Can have 1 additional Crafted Modifier,enchant,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Minions deal 30% increased Damage,implicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Gems are Supported by Level 20 Increased Critical Strikes,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Gems are supported by Level 20 Increased Critical Damage,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Gems are supported by Level 20 Elemental Damage with Attacks,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Skills deal 40% more Attack Damage,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
29% increased Critical Strike Chance,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
+29% to Global Critical Strike Multiplier,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
36% increased Elemental Damage with Attack Skills,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Minions have 109% increased Critical Strike Chance,explicit,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
+2 to Level of Socketed Support Gems,crafted,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
+2 to Level of Socketed Minion Gems,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Gems are Supported by Level 10 Feeding Frenzy,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Socketed Gems are Supported by Level 10 Elemental Army Support,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
15% reduced effect of Non-Curse Auras from your Skills on your Minions,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Minions have +1.4% to Critical Strike Chance,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Raised Zombies and Spectres gain Adrenaline for 8 seconds when Raised,crucible,1,28c6dd9ce4531a99dbe2aa4054fb6b851f9bb302bb8cdf131d886f708bc925b0,2516760
Quality does not increase Physical Damage,enchant,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Grants 1% increased Elemental Damage per 2% Quality,enchant,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
32% increased Elemental Damage,implicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Item sells for much more to vendors,implicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are Supported by Level 20 Elemental Focus,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are Supported by Level 20 Increased Critical Strikes,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are supported by Level 20 Increased Critical Damage,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are Supported by Level 18 Faster Casting,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Skills deal 40% more Spell Damage,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
17% increased Cast Speed,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
82% increased Spell Critical Strike Chance,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
+29% to Global Critical Strike Multiplier,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
60% increased Elemental Damage,explicit,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
+2 to Level of Socketed Support Gems,crafted,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
+2 to Level of Socketed Spell Gems,crucible,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are Supported by Level 10 Arcane Surge,crucible,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Socketed Gems are Supported by Level 10 Energy Leech,crucible,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
-3% to Critical Strike Chance,crucible,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
+60% to Global Critical Strike Multiplier,crucible,1,8d52af252e226596bec269600c11f45c5951a4cfa849b14ef8ead925d3a4049d,2516760
Quality does not increase Physical Damage,enchant,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
1% increased Attack Speed per 8% Quality,enchant,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
"Enemies you Kill have a 15% chance to Explode, dealing a tenth of their maximum Life as Physical Damage",implicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
4% increased Damage per Power Charge,implicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Spells have a 10% chance to deal Double Damage,implicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
69% increased Spell Damage,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
30% increased Attack Speed,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
38% increased Critical Strike Chance,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
+38% to Global Critical Strike Multiplier,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
+1 to Level of all Spell Skill Gems,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Gain 5% of Non-Chaos Damage as extra Chaos Damage,explicit,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Hits can't be Evaded,crafted,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
20% increased Spell Damage,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
10% increased maximum Energy Shield,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
-1 to Maximum Endurance Charges,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
-1 to Maximum Frenzy Charges,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
+1 to Maximum Power Charges,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
25% less Accuracy Rating against Marked Enemy,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Consecrated Path and Purifying Flame create Profane Ground instead of Consecrated Ground,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
100% of Consecrated Path and Purifying Flame Fire Damage Converted to Chaos Damage,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Culling Strike against Marked Enemy,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
+0.6% to Spell Critical Strike Chance,crucible,1,187c64759a17608a1e1d4b8f18b4549703e9e76347e9891eef07fb7821153d3c,2516760
Quality does not increase Physical Damage,enchant,1,95d3fd01bc6c8c6a168886df4e790e0dc85ac17b1e593d74b69e967d5808e686,2516760
1% increased Attack Speed per 8% Quality,enchant,1,95d3fd01bc6c8c6a168886df4e790e0dc85ac17b1e593d74b69e967d5808e686,2516760
8% increased Attack Speed,implicit,1,95d3fd01bc6c8c6a168886df4e790e0dc85ac17b1e593d74b69e967d5808e686,2516760
Attacks with this Weapon Penetrate 5% Elemental Resistances,implicit,1,95d3fd01bc6c8c6a168886df4e790e0dc85ac17b1e593d74b69e967d5808e686,2516760
